title,rating,year_released,anime_type,episodes,duration(mins),studio,genre,sypnopsis,member_count
Honoo no Mirage: Minagiwa no Hangyakusha,6.81,2004,OVA,3,30,Madhouse,"'Action', 'BoysLove', 'Drama', 'Supernatural'","Takaya was sent to Kyoto to investigate the re-awakening of Ikko sect and Araki Murashige, a member of the Ikko sect who deserted the clan.With the help of his vassal Haruie, Takaya is finally successful in tracing Araki who hunts down a 400-years-old mandala (Buddhist artifact for meditating) that was made of the hair of the deceased Araki clansmen. Unfortunately, by the time they meet, Haruie recognizes Araki as Shintarou, her lover in her past-life. Takaya orders her to eliminate Araki, who is a threat, but will she be able to do it. Furthermore Takaya finally meets Naoe...   (Source: ANN)",11000
Mask Danshi wa Koishitakunai noni,6.91,2023,OVA,,23,StudioFusion,'BoysLove',"The famous cheerful guy, Saikawa had tried to rip off the gloomy kid, Sayama's mask. After that day, he had captured Saikawa's attention and Saikawa had volunteered to teach him for the upcoming examination but with one condition, Saikawa can do whatever he wants with what is hiding under Sayama's mask. He hates it when people touch his bare face, lips and inside his mouth, but he cannot say anything when Saikawa touches them. With the combination between Saikawa's harassment and the awkward mask boy's behavior, this manga will be packed with sexual tension between these two.  (Source: Libre, translated)",11000
"Wei, Kanjian Erduo La! 2",7.29,,ONA,12,3,monofilmo,"'BoysLove', 'Comedy'","Second season of Wei, Kanjian Erduo La!.",10000
Boku wa Konomama Kaeranai,5.41,1994,OVA,,28,J.C.Staff,"'BoysLove', 'Drama', 'Romance'","It is about Amafuji Ken, who longs to tell his best friend Youshinari Ritsurou how he really feels. In the way of that admission is Ritsurou's girlfriend, Moeko. After dropping out of high school, Ken gets Ritsurou to live with him. The angst begins when Ken sleeps with Moeko to get to Ritsurou.",10000
Xiao Lu He Xiao Lan,7.3,2018,ONA,72,12,HaolinersAnimationLeague,"'BoysLove', 'Comedy', 'Drama', 'Sci-Fi'","""I've been holding a few words back for a long time — I like you!"" ""Beryl and Sapphire"" is a popular manhua created by artist Ocarina. Here includes protagonists with the most random names in history  — the mild-mannered Beryl (Green) and the easily-embarrassed Sapphire (Blue). At times the closest of friends, at others the worst of enemies… In this donghua where each episode is set in a different world, how would they encounter each other time and again?? Only angst? Too painful! Nothing but fluff? Too sugary! Come watch B&S, the show where you'll never guess the ending…  (Source: Guodong Subs)",10000
Tokyo Babylon 2021,,,-,,0,Unknown,"'BoysLove', 'Drama', 'Supernatural'","Subaru Sumeragi is the thirteenth head of his powerful onmyouji clan. Until the time comes when he must succeed his grandmother fully, Subaru is allowed to live in Tokyo with his fraternal twin Hokuto. While Subaru is kind and shy, Hokuto has exuberance to spare, and her favorite pastime is designing bold matching outfits for the two of them to wear. Her next favorite thing to do is try to set up Subaru with their veterinarian friend Seishirou Sakurazuka who, oddly enough, is always readily available to accompany the Sumeragis throughout the city.  Subaru has to resolve a variety of spiritual conflicts in Tokyo: some are cases formally brought to him by clients, and others are matters in which he decides to involve himself. A selfless teenager, he empathizes with others to the point that their pain may as well be his own. This leaves him vulnerable in a city where nearly everyone makes decisions that only benefit themselves as individuals. Hokuto hopes that if Subaru develops feelings for Seishirou, their relationship will be the one thing that he never gives up for the sake of anyone else. However, is Seishirou the best candidate for her brother's love, or is he hiding sinister secrets?",9800
Lesson XX,5.98,1995,OVA,,49,SIDOLIMITED,'BoysLove',"The story of Lesson XX has a sweet feel to it. It revolves around two boys, Shizuka and Sakura who are friends at a coed boarding school. One day, Shizuka happens to notice Sakura’s sheer beauty when he dives in to take a hit from a baseball. After some mixed up thoughts of who Sakura likes, Shizuka tells him he wishes to kiss him as a joke. But Sakura doesn’t care; he still insists that the two kiss under the starry sky. After this incident, Shizuka thinks it’s best for the two to be away from each other, so as to sort out their thoughts and real feelings. A classic shounen ai/yaoi, incorporating love, misunderstanding, violence and somewhat angst with a sweet end to it.   (Source: ANN)",9700
Seikimatsu?Darling,6.31,1996,OVA,,30,Horannabi,"'BoysLove', 'Comedy', 'Drama'","Ogata, a nice and hardworking man, has only one problem... His love for Takasugi, another man. But by telling Takasugi about his feelings, the problem should be gone. Yet another problem arises: Takasugi believes their feelings are too alike and that they therefore can't be together. But who knows what can happen when two men in love go away on a vacation together—both determined to win the seducing game.  (Source: ANN)",8300
Patalliro!,7.26,1982,TV,49,24,ToeiAnimation,"'Adventure', 'BoysLove', 'Comedy'","Patarillo! is set in a society much like ours in most ways, with one decided twist. The manga on which it is based is one of the much-read works produced for adolescent Japanese girls that features a healthy proportion of gay men and beautiful teenagers aka bishounen (beautiful boys). Most of the action takes place in Marinera, the land of eternal spring, located somewhere in the South Seas. The country is a major producer of diamonds; they provide much of the basis of conflict in the anime series. They come from one of the most prolific mines in the world, owned by the king of Marinera, the vertically challenged but horizontally endowed boy-king Patarillo himself. The International Diamond Syndicate - a huge semi- criminal organization/ secret society dedicated to taking over the world's entire diamond supply- wants that mine and will stop at nothing to get it. In the early episodes they send off a number of bishounen assassins to do in Patarillo, which necessitates his having a bodyguard, the English MI6 agent, Major Jack ('Bishounen-Killer') Bancoran. Bancoran's nickname doesn't mean he shoots bishounen in cold blood. The soubriquet comes from the fact that no male under the age of 17 can resist his sexual fascination. This, to Bancoran's eternal disgust, includes Patarillo himself. The action switches often from Marinera to MI6 headquarters in London (London seems to be an easy two hour's flight from the South Seas) or Bancoran's palatial condo in the suburbs of same. (MI6, be it noted, looks a lot like Fritz Lang's Metropolis, while Jack's 'apartment' bears a passing resemblance to Randolph Hearst's spread.) The action also goes into the past and future and out into space. Patarillo evidently gets around.  (Source: aestheticism.com)",8300
Osakana wa Ami no Naka,4.84,1994,OVA,,27,J.C.Staff,"'BoysLove', 'Drama'","Osakana wa Ami no Naka is a story based on manga by Nekokichi Ranma about Tsukamoto Yuuji, a young businessman and great swimmer, and Matsui Takahiro, who is still attending school and is also a beginner in swimming.  (Source: AniDB)",8300
Kimera,5.1,1996,OVA,,47,animateFilm,"'Action', 'BoysLove', 'Horror', 'Sci-Fi', 'Supernatural'","Osamu and Jay are two cereal salesmen traveling for work when they encounter a barricade. Curious as to what is going on, they step out of their car and enter into a government secret. Two mysterious demon-like men have been terrorizing the military, who came to respond to a car crash involving a vehicle carrying government research material. Inside the car wreckage, Osamu finds a beautiful hermaphrodite with gold and crimson eyes trapped in a frozen chamber. Osamu shares a kiss with them through the glass before he is forced to flee the scene.  Osamu and Jay interrogate Jay's father, a top researcher at a government laboratory, who reveals that what Osamu and Jay saw was top-secret, and they would likely be sitting in prison if it weren't for his influence. While Jay is ready to forget everything that happened, Osamu cannot let it go that easily. After stealing a security badge, Osamu finds where the person he kissed is being kept, and learns that their name is Kimera. Osamu wants to run away with the beautiful Kimera, though he does not know why Kimera is being held captive or what a relationship with them means for the future of humanity.",8300
Nakedyouth,5.68,2006,ONA,,9,Unknown,"'BoysLove', 'SliceofLife', 'Sports'","In Nakedyouth, Shishido takes us on a journey through the uncertainty and excitement of young love and homoerotic love. These gentle films quiver with sexual tension, which is linked to the natural world: trees reflecting on the surface of a pond, butterflies fluttering in the breeze.",8000
Houkago no Shokuinshitsu,5.04,1994,OVA,2,27,SIDOLIMITED,"'BoysLove', 'Drama'","Fresh out of college, Kawase Mitsuro is eager to start his new job as a middle school art teacher. Upon his arrival, he quickly blends in with the masses of girls ogling the toned body of senior teacher Kazama Toshiaki. Kazama ignores the schoolgirls. However, Kazama realizes something is different about Kawase and decides to ask the latter out to dinner. Unconvinced his advances are serious, Kawase goes along with Kazama halfheartedly. When Kazama's true feelings are revealed, will Kawase embrace his potential lover or give in to the expectations of society?",7800
Koisuru Shirokuma,6.6,2017,Movie,21,0,Gathering,"'BoysLove', 'Comedy'","A polar bear falls in love with an earless seal, and he wants nothing else except to protect him, even though the seal constantly thinks the bear will eat him.  (Source: ANN)",7600
Shiritsu Araiso Koutougakkou Seitokai Shikkoubu,6.36,2002,OVA,2,26,NipponAnimation,"'BoysLove', 'Comedy', 'Sports'",Kubota Makoto and Tokitoh Minoru (characters from Kazuya Minekura's manga Wild Adaptor—though no reference is made to the darker storyline of WA in this light-hearted anime)—are the muscle of their high school's all-powerful student council. They defend the student body from disorder—generated by both humans and demons—while avoiding their classes.  (Source: ANN),7100
Semantic Error,7.07,2021,ONA,4,4,Unknown,"'BoysLove', 'SliceofLife'","No matter how hard Chu Sangwoo tries to resist it, every part of his body wants to grab onto Jang Jaeyoung and never let go. With the spontaneous Jaeyoung by his side, Sangwoo learns that breaking free from his routine and acting on impulse is not always a bad thing. Perhaps submitting to his true feelings will bring him even closer to Jaeyoung, more than he could ever imagine.",7000
Marudase Kintarou,3.98,2020,Movie,,9,Seven,'BoysLove',"Makoto Onodera is the young effeminate chairman of Onodera Academy. Although bestowed exclusive jurisdiction, his administration is threatened by the Kawakara Branch School staff, who intend to usurp his position by consummating marriage with him. That way, the power will be in their hands, and Makoto will be left vulnerable.   However, he is accompanied by Kintarou Masaka: his childhood friend, bodyguard, and all-around lover. Kintarou is always one call away from Makoto, and no matter the circumstance, he will rush to save Makoto from his sexual predicaments—just like a knight in shining armor.",6900
Natsu e no Tobira,5.89,1981,Movie,,59,Madhouse,"'BoysLove', 'Drama'","Marion is a young schoolboy who prides himself on his adherence to a philosophy he calls ""rationalism"". Because of his disdain for emotional display, he ignores anything remotely akin to affection. But when he's entangled in a romantic affair with an older courtesan, his rationalism is revealed to be little more than a cover for his own emotional immaturity. Learning to love, Marion blossoms under his older lover's care but unfortunately, Marion has yet to learn the true price of the affair.  (Source: ANN)",6300
Bronze: Kouji Nanjo Cathexis,6.12,1994,OVA,,32,Madhouse,'BoysLove',"A 30-minute OVA composed of five Koji Nanjo music videos, featuring never-seen scenes between Takuto and him, with an original art gallery by Minami Ozaki at the end.",5900
Mo Ri Shu Guang,5.95,2018,ONA,20,17,DawnAnimation,"'Action', 'BoysLove', 'Horror', 'Supernatural', 'Suspense'","In the year of 2013, the tide of zombies outbreak exploded in everyone's homeland, humanity launches a large-scale battle in the endless nights awaiting for the arrival of the dawn.  The end is approaching, is there going to be a way out for them?  Their faiths were shattered into pieces and buried in ashes in the raging fire. But within the blazing fire, a newborn hope arise once again.  (Source: polarbearadise)",5400
Gakuen Handsome The Animation,6.28,2015,OVA,,32,TeamYokkyuFuman,"'BoysLove', 'Comedy'","The school love story is set at Baramon High School, a private boys' school for the prefecture's most elite. The protagonist is a seventeen year old boy who transfers into the school and meets various major players on campus, such as the outlaw teacher, the soccer captain, and a childhood friend whom the protagonist has not seen for seven years. The school presents opportunities for friendship, love and conflict, and changes are now bound to happen in the main character's life.  (Source: ANN)",5300
Kusatta Kyoushi no Houteishiki,5.97,1994,OVA,2,28,J.C.Staff,"'BoysLove', 'Comedy'","Atsushi Arisawa enrolls at Jougaouka High School to be near Masami Shibata (Ma-chan) who was his childhood crush. Unbeknownst to Atsushi, however, Masami no longer works at the school and his brother, Masayoshi is now the nurse. Atsushi mistakes Masayoshi for Masami and is horrified because to him, it appears that Masami's personality has done a complete 180. Add to the fact that Atsushi's friend, Kouji Inagaki is totally in love and constantly trying to make-out with him, Atsushi's life at Jougaoka is hell..until he starts thinking that maybe the new Ma-chan isn't so bad afterall and that, maybe he actually likes the way Ma-chan is now. Until of course, he finds out that Masayoshi isn't Masami.   (Source: ANN)",5300
Suki na Mono wa Suki Dakara Shou ga Nai!!: Onsen ni Ikou!,6.28,2005,Special,,25,Zexcs,"'BoysLove', 'Comedy'",A bonus DVD only episode where the boys go to a hot spring.,4300
Patalliro Saiyuuki!,6.46,2005,TV,26,9,MagicBus,"'Adventure', 'BoysLove', 'Comedy', 'Fantasy'","Genjou Sanzou is a Buddhist monk who has been sent by the Emperor on a journey to find the sacred Buddhist scriptures. One day, Sanzou meets an Earth Deity who tells him that Buddha has sent him a disciple: the mischievous Monkey Deity Son Goku, who was sealed inside of a mountain for five hundred years after wreaking havoc in Heaven! Together with the alcohol-loving playboy Cho Hakkai; the heavenly army General Sagojyou; and their horse, the Dragon Crown Prince Ryuuba; there are plenty of adventures to be had from fighting off monsters to bishounen contests.

(Source: ANN and AniDB)",4100
Unbelievable Space Love,6.81,2018,ONA,10,1,ABJCOMPANY,"'BoysLove', 'Drama', 'Sci-Fi'","Gazing at the scenic view of the sky, a man is joined by a stranger who informs him that he is in a dream. Unable to recall the memories of his life, he relies on the visitor to take him on a journey of discovery. Revealing everything—from their seven-year relationship to the emotional hardships they faced together—the two rekindle their bond severed by time. Behind this beautiful love story, however, lies a much darker truth.",4000
Tasogare Out Focus,,2024,TV,,0,Unknown,'BoysLove',"In front of a camera, roommates Mao Tsuchiya and Hisashi Ootomo make three promises: Mao must not tell anyone Hisashi is gay and in a relationship with another man; Hisashi must never fall in love or make any advances on Mao; and one must not disturb the other's ""personal time."" Thus begins their second year of cohabitation.  However, everything starts to crumble when the film club—of which Mao is a member—wants to cast Hisashi in the lead role for their upcoming movie. The problem arises with the movie's plot, as it is about boys' love—a romance between a delinquent and the class president. Mao is adamant to dissuade Hisashi from becoming the protagonist due to their first promise; but, to his surprise, Hisashi is easily convinced by the director.  After imagining Hisashi as the delinquent he is playing, Mao becomes overly conscious of his presence. He knows Hisashi is just a friend and out of his reach, but Mao cannot keep lying to himself anymore—his feelings toward his roommate may no longer be purely platonic.",3600
Taishou Mebiusline: Chicchai-san - You and I,4.83,2018,Special,,4,StudioA-CAT,'BoysLove',Special episode of Taishou Mebiusline: Chicchai-san.,3500
Fudanshi Shoukan: Isekai de Shinjuu ni Hameraremashita,5.73,2020,ONA,4,2,AQUAARIS,"'BoysLove', 'Fantasy'","Kotone is a fudanshi. One day while he was buying BL manga outside of a manga stand, a truck loses control and kills him with BL manga all over him. To his surprise, he wakes up in an Asian ancient-looking palace. A man named Nagi, that is half serpent, tells him that he is now his Miko. They need to have sex in order for Nagi to become a higher being and become a Dragon. Kotone knows everything about BL and he realizes that he will be the bottom. Kotone will use his knowledge of BL to not fall in love and not a bottom in this Isekai world.  (Source: MU)",3400
Gakuen Handsome Special,5.56,2016,Special,,3,TeamYokkyuFuman,"'BoysLove', 'Comedy'",Unaired episode 12.5 included with the Blu-ray Disc/DVD release.,2700
Minegishi-san wa Ootsu-kun ni Tabesasetai,6.11,2020,ONA,4,1,AQUAARIS,"'BoysLove', 'SliceofLife'","Salaryman Ootsu is frustrated by the fact that his coworker Minegishi is flawless in every way. Minegishi is not only an exquisite and amiable man, but he also thrives at work—simply put, he is the ideal man! However, Minegishi finds his innermost happiness by feeding Ootsu tasty meals. In his daily attempts to fill both his coworker's stomach and heart, Minegishi concocts various schemes to lure Ootsu into eating with delight.",2600
19 Tian,6.14,2019,ONA,60,1,Unknown,"'BoysLove', 'Comedy'",(No synopsis yet.),2500
Marginal Prince: Gekkeiju no Ouji-tachi - Tokyo Merry-Go-Round,5.9,2007,Special,,25,TokyoKids,'BoysLove',"Keita and the other Marginal Prince are away from St. Alphonso Academy and meet each other in the city, where they meet Keita's sister.  Extra episode released with the 7th DVD volume.",2500
Patalliro! Stardust Keikaku,6.51,1983,Movie,,48,ToeiAnimation,"'Adventure', 'BoysLove', 'Comedy'","A series of diamond robberies have taken place all over the world. When Malynera's reserves are also emptied, Patalliro and Bancoran head to Japan following a clue in the form of a mechanical spider found on the scene.   However, while they're interrogating a suspect, he's assassinated before they manage to get any more information from him than the name of an organization, ""Tarantella"". Furthermore, the assassin seems to be Bancoran's former lover Bjorn, who's supposed to be dead! Is he really alive and involved in the case? Can our heroes find out more about him and the mysterious organization in time to put a stop to their plans?",1800
Kakushin,5.79,2016,ONA,,3,Unknown,'BoysLove',A musical anime promoting motivation for LGBT teens. The focus of the short is on a young man and his struggling affection towards his male classmates.,1700
Honoo no Mirage: Muyou no Michi,6.19,2002,Special,,24,Madhouse,"'Action', 'BoysLove', 'Drama', 'Supernatural'",Recap of the first four episodes of Honoo no Mirage.,1700
Namui BL Manhwa Animation,5.24,2018,ONA,12,3,Unknown,"'BoysLove', 'Comedy', 'Drama', 'SliceofLife'","Seunghee may seem like a regular high school boy, but he's got a few secrets: he loves to cross-dress and read BL comics. He's looking for a match that will accept him, but it's classmate Seungtaek who spies him on a date gone bad. Now that someone at school knows he's gay, can Seunghee's life remain ordinary the way he likes it?  (Source: TappyToon)  Namui BL Manhwa Animation is a Korean web adaptation of bbobariee's Manhwa made by BOOKCUBE Studio.",1700
4 Ju Aein,6.54,2023,ONA,10,4,Unknown,'BoysLove',"Wanna fake-date for four weeks? Dojun's life at college is off to a perfect start! Until he meets his roommate, Jaehee, a high school friend whom he may have ghosted. Jaehee claims he's over their unresolved past, but after an accident resulting in a fractured wrist, he makes Dojun a proposition...  (Source: Manta)",1400
Qian Wu Guren,,2021,ONA,26,7,Unknown,"'Action', 'Adventure', 'BoysLove', 'Fantasy', 'Mystery', 'Supernatural'","The smartest man, Luo Xiao, and the affluent prince, Yan An Cheng, wander from place to place to find clues about the legendary “Heavenly Stairway”. They encounter many bizarre cases along the way, and gradually, they uncover a hidden conspiracy...  (Source: Baka-Updates)",1400
Shin Yaranai ka,,2024,OVA,,0,AnimeTokyo,"'BoysLove', 'Comedy'","The story begins with Masaki Michishita, an ordinary prep school student who is rushing to the bathroom in a park one day. Despite his rush, he spots Takakazu Abe, an exceedingly handsome auto mechanic sitting on a bench. The two exchange looks, and after Abe utters ""Yaranai ka"" (Shall we do it?), the two begin their encounter.  (Source: ANN)",1300
Xiao Lu He Xiao Lan 2nd Season,6.66,2023,ONA,12,8,BigFirebirdCulture,"'BoysLove', 'Comedy', 'Drama', 'Fantasy'",The second season of Xiao Lu He Xiao Lan.,1300
The Naked King,6.7,2021,Music,,4,Unknown,'BoysLove',"Cornered with no way out, the demon Anthon Juan Basilis falls to what should have been his death. Instead, he plummets into the life of the human Van, marking the start of their bond. From playing games to camping under the stars, the two boys spend time together and grow closer. However, when events from the demon's past resurface, Basilis forces Van to make a choice—one that threatens the very connection they have nurtured until now.",1200
Fudanshi Shoukan: Isekai de Shinjuu ni Hameraremashita 2nd Season,5.65,2021,ONA,3,2,AQUAARIS,"'BoysLove', 'Fantasy'",Second season of Fudanshi Shoukan: Isekai de Shinjuu ni Hameraremashita.,1100
Nanyou Zong Zai Xiuluochang,,2019,ONA,6,3,Unknown,"'BoysLove', 'Comedy'",(No synopsis yet.),999
Patalliro Saiyuuki! Special,5.89,2006,Special,,9,MagicBus,"'Adventure', 'BoysLove', 'Comedy', 'Fantasy'",Unaired episode 27 of Patalliro Saiyuuki! that was included in the 5th DVD volume.,968
Wo Jia Yezhu Hui Zuo Yao,,2017,ONA,6,2,Unknown,"'BoysLove', 'Comedy', 'Supernatural'",(No synopsis yet.),870
Fudanshi Shoukan: Isekai de Shinjuu ni Hameraremashita 3rd Season,5.67,2022,ONA,3,2,AQUAARIS,"'BoysLove', 'Fantasy'",Third season of Fudanshi Shoukan: Isekai de Shinjuu ni Hameraremashita.,745
Shitasaki kara Koi,5.75,2023,ONA,3,1,AQUAARIS,"'BoysLove', 'Comedy'","The story revolves around the ""cakeverse,"" in which people are categorized as ""forks"" and ""cakes."" Tatsunari is a ""fork,"" who has lost his taste for people, except for ""cakes."" Naruya is a ""cake,"" who is specifically scrumptious for ""forks.""  (Source: ANN)",515
Xiao Lu He Xiao Lan 3rd Season,,2023,ONA,12,8,Unknown,"'BoysLove', 'Comedy', 'Drama', 'Fantasy'",(No synopsis yet.),496
Fudanshi Shoukan: Isekai de Shinjuu ni Hameraremashita 4th Season,5.84,2022,ONA,3,2,AQUAARIS,"'BoysLove', 'Fantasy'",Fourth season of Fudanshi Shoukan: Isekai de Shinjuu ni Hameraremashita.,407
Fudanshi Shoukan: Isekai de Shinjuu ni Hameraremashita 5th Season,5.65,2023,ONA,3,2,AQUAARIS,"'BoysLove', 'Fantasy'",Fifth season of Fudanshi Shoukan: Isekai de Shinjuu ni Hameraremashita.,404
Xiao Lu He Xiao Lan 4th Season,,2023,ONA,,0,Unknown,"'BoysLove', 'Comedy', 'Drama', 'Fantasy'",(No synopsis yet.),345
Nunchi Eobsneun Dolsoe,,2023,ONA,6,5,Unknown,"'BoysLove', 'Comedy'","Haeun is a nobleman who falls hard for Dullseh, his gorgeous, but extremely clueless manservant. Dullseh's impressive build reminds Haeun of the sexy men from gay erotica that he loves so much. Exams and career ambitions be damned—he just can't get Dullseh out of his mind! Silly hijinks ensue as Haeun will do whatever it takes to lure the hunky Dullseh into his bedchamber and possibly... his heart?!  (Source: Tapas Media)",306
Fudanshi Shoukan: Isekai de Shinjuu ni Hameraremashita 6th Season,,2023,ONA,3,2,AQUAARIS,"'BoysLove', 'Fantasy'",Sixth season of Fudanshi Shoukan: Isekai de Shinjuu ni Hameraremashita.,244
Cherry Mahou Mini Gekijou,,2023,ONA,,1,AQUAARIS,"'BoysLove', 'Comedy', 'Supernatural'",(No synopsis yet.),231
Kawaii dake ja Nai Shikimori-san,6.92,2022,TV,12,23,DogaKobo,"'Comedy', 'Romance'","Yuu Izumi leads a high school life filled with one mishap after another. No matter how improbable the situation, unfortunate events strike him at every turn. In possession of such terrible luck, Izumi enters his second year with a single wish in mind—to spend more time with his affectionate girlfriend, Micchon Shikimori.  Cute, athletic, and caring, Shikimori is immensely popular at their school. But since they began dating a year ago, Izumi has witnessed a surprising side to his otherwise adorable girlfriend: when the need arises, she turns incredibly cool! His misfortunes are easily avoided when she is there to protect him with an awe-inspiring look on her face. Charming in every way, she never ceases to make his heart skip a beat. Unfortunate as he may be, Izumi is sure to see his days of bad luck end thanks to the cute yet cool Shikimori.",515000
Mashle,7.59,2023,TV,12,23,A-1Pictures,"'Action', 'Comedy', 'Fantasy'","In this magical world, one is easily identified as having magical abilities by a distinctive mark on their face. Those unable to practice magic are swiftly exterminated to maintain the magical integrity of society. However, deep within a forest lies an anomaly in Mash Burnedead, who can be found pumping iron with one arm and lifting a cream puff with the other. This aloof boy with superhuman strength—but no magical abilities—leads a quiet life with his father, far removed from society.  Mash's peace is soon disturbed when the authorities discover his lack of magical powers. They issue him an ultimatum: compete to become a ""Divine Visionary,"" which would force everyone to accept him, or be persecuted forever. To protect his family, he enrolls in the prestigious Easton Magic Academy, which only the most elite and gifted students are allowed to attend. Now, Mash must overcome his shortcomings as a magicless being and surpass the other students—relying solely on his muscles.",461000
Mikakunin de Shinkoukei,7.37,2014,TV,12,23,DogaKobo,"'Comedy', 'Romance', 'Supernatural'","Just an ordinary teenager, Kobeni Yonomori receives quite the surprise on her 16th birthday—a fiancé and a sister-in-law she never even knew she had. As a result of an arrangement that her late grandfather made, Hakuya Mitsumine and his younger sister Mashiro have moved from their countryside home to the Yonomori household in order to deepen their relationship with their new family members.  Mikakunin de Shinkoukei follows Kobeni's ""love life"" with Hakuya as she tries her best to adjust to the abrupt changes forced upon her. However, as some extraordinary secrets regarding the siblings come to light, Kobeni will find her life changed forever.",392000
Sayonara no Asa ni Yakusoku no Hana wo Kazarou,8.39,2018,Movie,,114,P.A.Works,"'Drama', 'Fantasy'","Maquia is a member of a special race called the Iorph—mystical beings who can live for hundreds of years and remain separate from the lives and daily troubles of mankind. However, Maquia has always felt lonely despite being surrounded by her people, as she was orphaned from a young age. She daydreams about the outside world, but dares not travel from her home due to the warnings of the clan's chief.  One day however, the outside world finds her, as the power-hungry kingdom of Mezarte invades her homeland. They already have what is left of the giant dragons, the Renato, under their control, and now their king wishes to add the immortality of the Iorph to his bloodline.  The humans and their Renato ravage the Iorph homeland and kill most of its inhabitants. Caught in the midst of the attack, Maquia is carried off by one of the Renato that has gone berserk. It soon dies, and she is left deserted in a forest far from home, now truly alone save for the cries of a single baby off in the distance. Maquia finds the baby in a destroyed village and decides to raise him as her own, naming him Ariel. Although she knows nothing of the human world, how to raise a child that ages much faster than her, or how to live with the smoldering loneliness inside, she is determined to make it all work somehow.",425000
Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou,8.41,2019,Movie,,91,KyotoAnimation,"'Drama', 'Fantasy'","Isabella, the daughter of the noble York family, is enrolled in an all-girls academy to be groomed into a dame worthy of nobility. However, she has given up on her future, seeing the prestigious school as nothing more than a prison from the outside world. Her family notices her struggling in her lessons and decides to hire Violet Evergarden to personally tutor her under the guise of a handmaiden.   At first, Isabella treats Violet coldly. Violet seems to be able to do everything perfectly, leading Isabella to assume that she was born with a silver spoon. After some time together, Isabella begins to realize that Violet has had her own struggles and starts to open up to her. Isabella soon reveals that she has lost contact with her beloved younger sister, Taylor Bartlett, whom she yearns to see again.   Having experienced the power of words through her past clientele, Violet asks if Isabella wishes to write a letter to Taylor. Will Violet be able to help Isabella convey her feelings to her long-lost sister?",414000
ReLIFE: Kanketsu-hen,8.2,2018,Special,4,23,TMSEntertainment,"'Drama', 'Romance'","After reliving the life of a high school student through the ReLIFE experiment, 27-year-old Arata Kaizaki cannot believe how quickly it has changed him. He has begun to see the world through a different perspective that he had completely forgotten as an adult. He has made friends and formed deep relationships with each one of them. However his support, Ryou Yoake, reminds him that the experiment is all an illusion; after his experiment ends, he will be forgotten by all of them.  The experiment of another ReLIFE subject is also coming to an end. After spending two years with ReLIFE, Chizuru Hishiro has developed into a more open, more thoughtful person than she could have ever imagined. She has met people who have changed her life, her perspective, and ultimately her. However, now that their ReLIFE is coming to an end, will they be able to let go of the memories they have made?",389000
Jaku-Chara Tomozaki-kun,7.12,2021,TV,12,23,ProjectNo.9,"'Drama', 'Romance'","Fumiya Tomozaki is Japan's best player in the online game Attack Families, commonly known as ""Tackfam."" Despite holding such a revered title, a lack of social skills and amiability causes him to fall short in his everyday high school life. Failing to have any friends, he blames the convoluted mechanics and unfair rules of life, forcing him to give up and proclaim himself a bottom-tier character in this ""game.""  After a fateful meeting with another top-tier Tackfam player, Fumiya is shocked to discover the player's true identity—Aoi Hinami, a popular, smart, and sociable classmate who is the complete opposite of himself. Aoi, surprised at how inept Fumiya is at everything besides Tackfam, decides to assist him in succeeding in what she calls the greatest game of them all. Through the gruesome ordeals of social interactions and relationships, Fumiya begins to advance tiers in the glorious game of life.",370000
Araburu Kisetsu no Otome-domo yo.,7.32,2019,TV,12,24,Lay-duce,"'Comedy', 'Drama', 'Romance'","When they were little kids laughing and playing together, Izumi Norimoto and Kazusa Onodera were like siblings. But as their bodies matured into middle school, Kazusa began seeing him as something different; unfortunately for her, so did the other girls. Ostracized, Kazusa had no choice but to distance herself from him going into high school. After joining the literature club, however, she finds friends that keep her mind occupied. Known throughout the school for reading aloud sex scenes in literature novels, the club's reputation has kept all teachers from accepting the task of being their adviser.      During a discussion about what they would put on their bucket list, one of the girls says one thing: sex. This single word sends ripples throughout the five girls, as the thought of sex begins taking over their daily lives. And, after walking in on Izumi during a very private moment, Kazusa is sent into a spiral of emotion that forces her to face her true feelings for him. Now, with their hearts racing and the literature club facing immediate disbandment, the five girls must work hard to keep both their sanities and their club alive.",335000
Nanbaka,7.33,2016,TV,13,23,Satelight,"'Action', 'Comedy', 'Drama'","Nanba is the world's most formidable prison, built to incarcerate criminals who are too slippery to stay in ordinary confinement. The four inmates who occupy Cell 13 are particularly cunning on that behalf, having escaped every other prison with a perfect success rate. There is Juugo, a specialist in locks who has spent the majority of his life in prison; Uno, a gambler with great intuition; Nico, an otaku whose body reacts strangely to drugs; and Rock, a bruiser with a love for food. The daily shenanigans of the four prisoners always cause trouble for the building supervisor, Hajime Sugoroku, who desperately tries to prevent them from breaking out of Nanba.  Nanbaka follows the comedic, sparkle-filled exploits of these prisoners and their guards. From three square meals a day to sports festivals, prison life in Nanba isn't actually that bad—and it is the closest these four have to a home.",331000
